"【放送中】「ザ！鉄腕！DASH!!」「 #DASH島 」で、 #城島茂 #長瀬智也 が春雨作りに奮闘。ユリ根から片栗粉を作る工程を応用し、でんぷんから春雨を作る。⇒https://t.co/gK3koL9LVv #TOKIO #鉄腕DASH #ザテレビジョン","19:00:01"
"#鉄腕DASHカレー編来た…って悪魔のフン！？","19:00:01"
"インド編　 #鉄腕DASH #dash","19:00:02"
"鉄腕DASH インド編 #鉄腕DASH","19:00:02"
"インド編ってなんだよ…　＃鉄腕DASH","19:00:02"
"鉄腕DASH　インド編　#dash #鉄腕DASH","19:00:02"
"日本印度化計画 #鉄腕DASH","19:00:05"
"悪魔の糞#鉄腕DASH","19:00:07"
"ついにインド編 #鉄腕DASH","19:00:07"
"悪魔の糞#鉄腕DASH","19:00:07"
"インド編 #鉄腕DASH","19:00:09"
"悪魔の糞 #鉄腕DASH","19:00:09"
"悪魔の糞…… #鉄腕DASH","19:00:10"
"インド編はじまた#鉄腕DASH","19:00:10"
"カレーのためにインドに行った長瀬が悶絶してるシーンからかｗ#鉄腕DASH","19:00:11"
"「インド編」というパワーワード感　#鉄腕DASH","19:00:12"
"インド編！！　#鉄腕DASH","19:00:12"
"悪魔の糞 #鉄腕DASH","19:00:14"
"インド編 #鉄腕DASH","19:00:15"
"鉄腕DASH #鉄腕DASH #ntv","19:00:15"
"#鉄腕DASH今日はインド編だー！","19:00:16"
"デビル、オソマ………。 #鉄腕dash","19:00:16"
"始まった。くっさｗ #鉄腕DASH #ntv","19:00:16"
"開幕カレー #鉄腕DASH","19:00:18"
"悪魔の糞　 #鉄腕DASH #dash","19:00:18"
"インド編スタート#鉄腕DASH","19:00:18"
"インド編はじまった #鉄腕DASH","19:00:20"
"「くせぇ！」から今日はスタートｗ#dash#鉄腕DASH","19:00:21"
"インドやるんだ#鉄腕DASH","19:00:21"
"今週も #鉄腕DASH が始まったぞッ！","19:00:21"
"#鉄腕DASH遂にインド編だ！","19:00:21"
"今夜、インド編スタート食戟のダッシュ#鉄腕DASH","19:00:21"
"鉄腕DASH、始まります。#鉄腕DASH","19:00:21"
"あ、そうかインドを作るって企画だったのか…#鉄腕DASH","19:00:23"
"カレーの天才は確定なのかｗｗｗ #鉄腕DASH","19:00:25"
"インド編とか謎w #鉄腕DASH","19:00:25"
"悪魔の糞  #鉄腕DASH","19:00:26"
"悪魔の糞！ #鉄腕DASH","19:00:26"
"現地の人とそう違いのない彫りの深さ… #鉄腕DASH","19:00:26"
"#鉄腕DASH今夜はうちもカレーだぜ","19:00:26"
"＼＼国民的アイドルがインドでカレーを学ぶ番組の時間よ／／ #鉄腕DASH","19:00:27"
"ついに待ちに待ったインド編がスタートだぁー！！ヾ(*´∀｀*)ﾉ #鉄腕DASH","19:00:27"
"スーパーテイスター、インドへ飛ぶ。#鉄腕DASH","19:00:27"
"ついにインド編始まるか！#鉄腕DASH","19:00:28"
"カレーとか飯テロやばそうだなーって待機してたのに「悪魔のフン」て(´-ω-`) #鉄腕DASH","19:00:30"
"長瀬の肩書がカレーの天才になっとるｗｗ#鉄腕DASH","19:00:31"
"いきなりインド #鉄腕DASH","19:00:32"
"#鉄腕DASH今週はいよいよDASHカレーインド編スタート！","19:00:32"
"やっとインドシリーズが始まった #鉄腕DASH","19:00:33"
"カレーテロ始また。もうカレー食べたい。 #鉄腕DASH","19:00:35"
"インド編#鉄腕DASH","19:00:35"
"久々のリアタイ #鉄腕DASH","19:00:35"
"待ったぞインド編#鉄腕DASH","19:00:35"
"悪魔の糞気になりすぎるwwwwww#鉄腕DASH","19:00:36"
"長瀬がインド行ったのって、発覚した直後だったよね…#鉄腕DASH","19:00:36"
"いきなり、悪魔の糞👿 💩 から開始ですね  #鉄腕DASH","19:00:36"
"達也がやらかした時に長瀬はインドにいたんだよな #鉄腕DASH","19:00:36"
"#鉄腕DASH　がインドの力を得て鉄腕Danceになる日も近い","19:00:36"
"カレーの時間です #鉄腕DASH","19:00:37"
"#鉄腕DASH 「インド編スタート！」って言葉の響きの強さよ","19:00:37"
"やっとカレー企画が動く #鉄腕DASH https://t.co/JsZ5HucbJO","19:00:38"
"カレーの天才（自称） #鉄腕DASH","19:00:38"
"#鉄腕DASH はじまった悪魔の糞？","19:00:39"
"さすがにインド創造から始めるのは壮大すぎた模様#鉄腕DASH","19:00:40"
"今夜はカレーです。#鉄腕DASH","19:00:42"
"「今夜…インド編スタート」あれこれDASHだよね？「くっせぇええええ！！！！」あ、DASHだ。#鉄腕DASH","19:00:42"
"DASHカレーインド編というかよくスケジュールの都合付いたよな……　＃鉄腕DASH","19:00:45"
"長瀬の奇妙な冒険～インド編～はじまた #鉄腕DASH #DASH","19:00:49"
"今夜のDASHは飯テロ回やなー#鉄腕DASH","19:00:51"
"鉄腕!DASHに触発されて、今日の夕飯はカレーです(笑)#鉄腕DASH","19:00:51"
"ところで、島は大丈夫だったの…(´･ω･`) #鉄腕DASH","19:00:52"
"悪魔の糞・・・・錬金素材かな？ #鉄腕DASH","19:00:54"
"今夜はうちもカレーだぜ！(2日目) #鉄腕DASH","19:00:57"
"悪魔の糞…すげえもんがあるなインド… #鉄腕DASH","19:00:58"
"#鉄腕DASH はじまった～。インド編。","19:00:59"
"俺たちのカレー企画先週からカレーの飯テロだってわかってたから今日の夕ご飯はカレーだよ！！！ #鉄腕DASH","19:00:59"
"#鉄腕DASH今日はカレーのお話","19:00:59"
"今週はカレーか。 #鉄腕DASH","19:01:03"
"インド編スタートってことは一回じゃなく何度かインドの様子をやるってこと？長瀬くんインドに住むの？（違う）#鉄腕DASH","19:01:03"
"ながせく〰〰〰〰ん(///∇///)#鉄腕DASH","19:01:07"
"スパイスと漢方は実はほぼ同じという…ウコン＝ターメリックだし　　漢方が先なのかスパイスが先なのかは知らんけどよく食べようって思ったよな昔の人　 #鉄腕DASH","19:01:07"
"#鉄腕DASHはじまったーーー！カレー！カレー！カレーのためにインドに行くアイドル。(＾ω＾)アイドルの定義が…………","19:01:08"
