資料読み日テレ,2018-06-12 22:05:00
目いらないよな,2018-06-12 22:05:00
岡崎なんか汚いｗｗｗｗ,2018-06-12 22:05:00
なんかパンみたいな髪型,2018-06-12 22:05:00
カメラ高くして,2018-06-12 22:05:00
いっけええええええええ,2018-06-12 22:05:00
ガラガラ,2018-06-12 22:05:01
まｗきｗのｗ,2018-06-12 22:05:01
迷わせるほどのメンツじゃねえだろｗｗ,2018-06-12 22:05:01
パススピードあげろ,2018-06-12 22:05:04
協会の犬,2018-06-12 22:05:04
すでに遅い,2018-06-12 22:05:04
( ˘ω˘)ｽﾔｧ,2018-06-12 22:05:04
やらなきゃ意味ないよ,2018-06-12 22:05:04
練習試合ですね,2018-06-12 22:05:05
いきなりはじまったｗｗ,2018-06-12 22:05:05
まけた,2018-06-12 22:05:05
ｗ,2018-06-12 22:05:05
パラグアイやっちゃえ,2018-06-12 22:05:05
ｗｗｗ,2018-06-12 22:05:10
アー瀬なる,2018-06-12 22:05:10
フィールド悪いな,2018-06-12 22:05:10
あ,2018-06-12 22:05:10
おい,2018-06-12 22:05:11
早速ロスト,2018-06-12 22:05:11
ココ！パラグアイ！,2018-06-12 22:05:11
はえぇ,2018-06-12 22:05:11
録画？,2018-06-12 22:05:11
ｗｗｗｗ,2018-06-12 22:05:11
でた,2018-06-12 22:05:15
				ああああ				aaaaa,2018-06-12 22:05:15
DMM,2018-06-12 22:05:15
出ただろ,2018-06-12 22:05:16
川島は絶対チョンボする,2018-06-12 22:05:16
メスばっかやん,2018-06-12 22:05:16
もう弱い,2018-06-12 22:05:16
モタ・・・モタ・・・,2018-06-12 22:05:16
ｗｗｗｗｗ,2018-06-12 22:05:16
黄色い,2018-06-12 22:05:20
不買企業一覧,2018-06-12 22:05:20
負けろ,2018-06-12 22:05:20
なんこれ、タダで見れそう,2018-06-12 22:05:20
負けたな、風呂はいるか,2018-06-12 22:05:20
松木不足,2018-06-12 22:05:21
女子？,2018-06-12 22:05:21
にっぽー,2018-06-12 22:05:21
にっぽー,2018-06-12 22:05:21
声援うっせえ！,2018-06-12 22:05:21
さぁまたまたまた負け試合を確認しよぉ,2018-06-12 22:05:25
パラグアイか,2018-06-12 22:05:25
乾だけが最高,2018-06-12 22:05:25
乾は本番で活躍するぞ,2018-06-12 22:05:26
・・・,2018-06-12 22:05:26
にいっぽー,2018-06-12 22:05:26
ぼろ負けしろ～,2018-06-12 22:05:26
子供やろｗｗ,2018-06-12 22:05:26
LIVE（録画）,2018-06-12 22:05:26
そりゃ中立地だからガラガラよ,2018-06-12 22:05:26
既によっわｗ,2018-06-12 22:05:30
