"【日本vsポーランド】ポーランドボールのキックオフで試合開始です！#FIFAワールドカップ #ロシアに届け#daihyo","23:00:00"
"日本が仮に負けたら、戦犯にされるのはもう川島で決まってるんだろうな⋯。がんばれ川島！！#daihyo #日本代表 #W杯 #川島永嗣","23:00:00"
"さあ！日本！がんばってー！ #fujitv #daihyo #WorldCup #W杯","23:00:00"
"頼む勝って決勝トーナメントに行こう #daihyo","23:00:00"
"日本、先制点ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!（先走り）#日本代表 #daihyo #ワールドカップ #WorldCup","23:00:01"
"勝とう❗#WorldCup #daihyo","23:00:01"
"グリクが復帰してるんよなポーランドは#WorldCup #daihyo","23:00:01"
"ポーランドには電撃作戦という安易な考え #WorldCup #daihyo #ujitv #JPN","23:00:02"
"うさMe～【#日本代表 スタメン発表！ポーランド戦 #ロシアW杯】GK #川島永嗣DF #吉田麻也 #槙野智章 #長友佑都 #酒井宏樹 MF #柴崎岳 #宇佐美貴史 #山口蛍 #酒井高徳FW #岡崎慎司 #武藤嘉紀#daihyo #ワールドカップ #WorldCup","23:00:02"
"この試合も西野監督の采配は当たるのか#日本代表 #daihyo #WorldCup #ワールドカップロシア2018","23:00:02"
"運命の一戦始まる始まる、日本がんばえー🇯🇵_:(´ω`」 ∠):#daihyo","23:00:02"
"昨日のドイツvs韓国見てて思ったけど予選進出できないことが決まっててもあの展開だから今日の試合めちゃめちゃ怖い。 #daihyo #ワールドカップ #ワールドカップロシア2018 #SAMURAIBLUE","23:00:03"
"FIFAワールドカップ2018　日本 - ポーランド。不安を感じつつ観てる。 #WorldCup #daihyo","23:00:03"
"はじまるよ！！！ #daihyo #サッカー #ワールドカップ #ポーランド戦","23:00:04"
"え？　ポーランド、次に進めないと決まっているの！？マジでか。この大会は何が起こるか分からないね。　 #ロシアW杯 #ロシアワールドカップ #日本代表 #daihyo #ポーランド #ポーランド代表","23:00:05"
"がんばれー #daihyo","23:00:05"
"武藤1番期待 #daihyo","23:00:05"
"セネガル勝てば…#WorldCup⁠ ⁠#daihyo","23:00:06"
"岡崎が決めてくれそうな予感。#w杯 #worldcup #samuraiblue #daihyo #jfa","23:00:06"
"さあ、がんばれ日本！やったれ！ #WorldCup #daihyo","23:00:06"
"まだ一勝もしてないポーランド、死ぬ気で勝ちにくるだろな#ワールドカップ2018 #daihyo","23:00:07"
"こんな大事な試合で6人変えられる西野はバカか天才のどっちかやろな。 #daihyo","23:00:07"
"さあ、自力で決めよう。槙野、抑えてくれ！#daihyo","23:00:07"
"自力での突破に期待！！#ロシアW杯#日本代表#daihyo","23:00:07"
"キャプテン川島 #JAPPOL #daihyo #worldcup","23:00:07"
"日本🇯🇵×ポーランド🇵🇱‼️#WorldCup⁠#daihyo","23:00:08"
"ダブル酒井は相手の左対策なのか？ #daihyo","23:00:08"
"どきどき　#daihyo","23:00:08"
"日本頑張れーーー！勝つぞーー！！◯︎´∀︎｀)oﾌｧｲﾄｫ♪︎#日本代表 #daihyo #JPN#ワールドカップロシア2018","23:00:08"
"柴崎で不安なのは生え際だけ #daihyo #WorldCup #WorldCup2018 #Worldcup2018Russia #Rusia2018 #サッカーワールドカップ #ワールドカップ #fujitv","23:00:08"
"@HISASHI_ 一緒に応援できるの嬉しいです❤️ #daihyo #日本代表 #SAMURAIBLUE⁠ ⁠ #JPN⁠ ⁠ #POL⁠ ⁠ #JPNPOL #WorldCup⁠ ⁠","23:00:09"
"絶対決勝トーナメントに行こう！#ワールドカップ #daihyo","23:00:09"
"いやぁ西野さん勇気あるわぁ #daihyo #ワールドカップ","23:00:09"
"頑張れニッポン！！！🇯🇵#VamosJapón #WorldCup⁠ ⁠⁠ ⁠ #JPN⁠ ⁠⁠ ⁠ #daihyo https://t.co/YqZ6QTJDkt","23:00:09"
"どんな結果も見届けるしかない #daihyo","23:00:10"
"さあ頑張っていこー！ #daihyo","23:00:11"
"とにかく実況がアオシマーじゃなくて良かった。負けたらフジテレビ潰れるんじゃないかってぐらい叩かれただろうし。さあスタメン6人入れ替えが吉と出るか凶と出るか。 #daihyo","23:00:11"
"Forza NIPPON🇯🇵Vá em frente MAKINO!!#daihyo https://t.co/SKADvChKz8","23:00:11"
"よっちー♡　 #daihyo #WorldCupRussia2018 #JPN #POL https://t.co/x0nS7jBBOC","23:00:12"
"なんか心配だ。まあ信じるしかねえ！！！！ #daihyo","23:00:12"
"西野JAPAN信じてる。他力本願せず、気持ちよく自力突破しようぜ！負けるなよ！！ #ロシアW杯 #西野JAPAN #samuraiblue #daihyo","23:00:12"
"勝つぞー！！！ #daihyo","23:00:12"
"よっしゃ、いこう！#daihyo","23:00:13"
"宇佐美で大丈夫なのか？。。 #daihyo","23:00:14"
"さぁ、応援しよう！#daihyo #SAMURAIBLUE #soccer","23:00:14"
"#daihyo #日本代表 #SAMURAIBLUE #WorldCup2018 #西野ジャパン大一番で忖度してきたよ。この無能監督。こいつふざけるな！","23:00:15"
"ヤバイなW杯って！！ドキドキするよ！汗ヤバイよ！頑張れ日本🇯🇵‼️うぎゃ〜〜〜〜〜〜！！！！#daihyo #日本代表 #JPN #POL#SAMURAIBLUE#WorldCup #Rusia2018","23:00:15"
"今日も全力で！..#ファインダー越しの私の世界 #写真好きと繋がりたい #ワールドカップ好きと繋がりたい #japan #daihyo https://t.co/g01G9rH8YT https://t.co/Z4PiBmUPKH","23:00:16"
"なんかムカつくなぁ～CAPはブッチにかえろ‼️#daihyo#Worldcup","23:00:16"
"さっ‼︎ いくでええぇ‼️♫ ｵ〜ﾆｯﾎﾟﾝ♪   ﾆｨｯﾎﾟﾝ♪♪   ﾆｨｯﾎﾟﾝ♪♪♪  ﾆｨｯﾎﾟｫ〜ﾝ♪♪♪♪   #WorldCup⁠ ⁠ #JPN⁠ ⁠ #SAMURAIBLUE⁠ ⁠ #jpn… https://t.co/513c6ZG4Yj","23:00:17"
"宇佐美頼むぞ！＞＜ #daihyo #ロシアw杯","23:00:18"
"そういや実況は西岡だったね失敗すんなよw#Worldcup #W杯 #ワールドカップ #JPNPOL #JPN #POL #daihyo #samuraiblue #f1jp","23:00:19"
"ムトゥ頼むよー #daihyo","23:00:19"
"川島キャプテンとか西野さん勝負師過ぎ。始まったー！！！がんばー！！ #日本代表 #daihyo #WorldCup","23:00:19"
"守備に不安な宇佐美、槙野、そして高徳の右サイド。スタメンの不安要素が多すぎて怖い#daihyo","23:00:20"
"代表のスターティングメンバーが新聞通りで本当に目眩がした。お前らマジ情報管理どないなっとんねんと。#daihyo #日本代表 #田島は辞めろ","23:00:20"
