"【日本vsポーランド】ポーランドボールのキックオフで試合開始です！","23:00:00"
"日本が仮に負けたら、戦犯にされるのはもう川島で決まってるんだろうな⋯。がんばれ川島！！","23:00:00"
"さあ！日本！がんばってー！ ","23:00:00"
"頼む勝って決勝トーナメントに行こう ","23:00:00"
"日本、先制点ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!（先走り）","23:00:01"
"勝とう❗","23:00:01"
"グリクが復帰してるんよなポーランドは","23:00:01"
"ポーランドには電撃作戦という安易な考え ","23:00:02"
"うさMe～【","23:00:02"
"この試合も西野監督の采配は当たるのか","23:00:02"
"運命の一戦始まる始まる、日本がんばえー🇯🇵_:(´ω`」 ∠):","23:00:02"
"昨日のドイツvs韓国見てて思ったけど予選進出できないことが決まっててもあの展開だから今日の試合めちゃめちゃ怖い。 ","23:00:03"
"FIFAワールドカップ2018　日本 - ポーランド。不安を感じつつ観てる。 ","23:00:03"
"はじまるよ！！！ ","23:00:04"
"え？　ポーランド、次に進めないと決まっているの！？マジでか。この大会は何が起こるか分からないね。　 ","23:00:05"
"がんばれー ","23:00:05"
"武藤1番期待 ","23:00:05"
"セネガル勝てば…","23:00:06"
"岡崎が決めてくれそうな予感。","23:00:06"
"さあ、がんばれ日本！やったれ！ ","23:00:06"
"まだ一勝もしてないポーランド、死ぬ気で勝ちにくるだろな","23:00:07"
"こんな大事な試合で6人変えられる西野はバカか天才のどっちかやろな。 ","23:00:07"
"さあ、自力で決めよう。槙野、抑えてくれ！","23:00:07"
"自力での突破に期待！！","23:00:07"
"キャプテン川島 ","23:00:07"
"日本🇯🇵×ポーランド🇵🇱‼️","23:00:08"
"ダブル酒井は相手の左対策なのか？ ","23:00:08"
"どきどき　","23:00:08"
"日本頑張れーーー！勝つぞーー！！◯︎´∀︎｀)oﾌｧｲﾄｫ♪︎","23:00:08"
"柴崎で不安なのは生え際だけ ","23:00:08"
"@HISASHI_ 一緒に応援できるの嬉しいです❤️ ","23:00:09"
"絶対決勝トーナメントに行こう！","23:00:09"
"いやぁ西野さん勇気あるわぁ ","23:00:09"
"頑張れニッポン！！！🇯🇵","23:00:09"
"どんな結果も見届けるしかない ","23:00:10"
"さあ頑張っていこー！ ","23:00:11"
"とにかく実況がアオシマーじゃなくて良かった。負けたらフジテレビ潰れるんじゃないかってぐらい叩かれただろうし。さあスタメン6人入れ替えが吉と出るか凶と出るか。 ","23:00:11"
"Forza NIPPON🇯🇵Vá em frente MAKINO!!","23:00:11"
"よっちー♡　 ","23:00:12"
"なんか心配だ。まあ信じるしかねえ！！！！ ","23:00:12"
"西野JAPAN信じてる。他力本願せず、気持ちよく自力突破しようぜ！負けるなよ！！ ","23:00:12"
"勝つぞー！！！ ","23:00:12"
"よっしゃ、いこう！","23:00:13"
"宇佐美で大丈夫なのか？。。 ","23:00:14"
"さぁ、応援しよう！","23:00:14"
"ヤバイなW杯って！！ドキドキするよ！汗ヤバイよ！頑張れ日本🇯🇵‼️うぎゃ〜〜〜〜〜〜！！！！","23:00:15"
"今日も全力で！..","23:00:16"
"なんかムカつくなぁ～CAPはブッチにかえろ‼️","23:00:16"
"さっ‼︎ いくでええぇ‼️♫ ｵ〜ﾆｯﾎﾟﾝ♪   ﾆｨｯﾎﾟﾝ♪♪   ﾆｨｯﾎﾟﾝ♪♪♪  ﾆｨｯﾎﾟｫ〜ﾝ♪♪♪♪   ","23:00:17"
"宇佐美頼むぞ！＞＜ ","23:00:18"
"そういや実況は西岡だったね失敗すんなよw","23:00:19"
"ムトゥ頼むよー ","23:00:19"
"川島キャプテンとか西野さん勝負師過ぎ。始まったー！！！がんばー！！ ","23:00:19"
"守備に不安な宇佐美、槙野、そして高徳の右サイド。スタメンの不安要素が多すぎて怖い","23:00:20"
"代表のスターティングメンバーが新聞通りで本当に目眩がした。お前らマジ情報管理どないなっとんねんと。","23:00:20"
"槙野、レヴァンドフスキ抑えちゃえ！","23:00:20"
"ハラハラドキドキ","23:00:21"
"コロンビアはハメス頑張れよ。","23:00:22"
"勝ってくれー ","23:00:22"
"試合組み立てられるの柴崎だけか？大丈夫？？ ","23:00:24"
"さあ、いよいよ始まる3戦目。宇佐美が決めそうな雰囲気あるな。川島もええ所を見せてくれ。 ","23:00:24"
"川島さん、本当に頼む。ダチョウ倶楽部的なやつじゃないよ。しっかりやって❗️","23:00:24"
"西野さん攻めるねぇ!!","23:00:25"
"( ´－`).。oO 前半0-0で切り抜けて欲しい。先制されたら、一気に崩れそう。そんな苦難にも当たっていけ！日本！ ","23:00:25"
"先制点取りたい ","23:00:26"
"まず1点←割と欲張り","23:00:26"
"本田さんカメラに抜かれないの珍しい菜 ","23:00:26"
"なんか緊張してきたw ","23:00:28"
"指導者が急に交代して劇的に変化した日本代表を、北宇治吹奏楽部と重ねて見てます。控えの選手達もずっと一緒に練習してきたんだよな。いい音を奏でてくれ！ ","23:00:29"
"先発入れ替えは気になるな。2トップは計算できるとして、W酒井を右サイドに並べるのは初の布陣だし。槙野と川島の、やらかしラインも気になる。頑張ってくれー！","23:00:29"
"󾟔ロシアW杯・日本―ポーランド、間もなくキックオフ。コロンビア戦にあやかって、今夜もこちら買ってきた。","23:00:29"
"よし！キックオフ！！頑張ってくれ！！ ","23:00:31"
"2018 FIFAワールドカップ ロシア【第3節／Group H】SAMURAI BLUE (日本代表)(","23:00:31"
"始まる！","23:00:31"
"フォーメーションがイマイチ分からないが、宇佐美と山口の働き次第だな","23:00:31"
"サッカー、ポーランド戦を応援してます!!　","23:00:31"
"高徳が右サイドハーフなのはどういう考えがあってのことなんだろうか ","23:00:31"
"いざ、キックオフ！","23:00:31"
"KICK OFF! ","23:00:31"
"がんばれにっぽん！！！ ","23:00:32"
"前半キックオフ　","23:00:32"
"日陰でピッチ上は気温が下がっているか。","23:00:32"
"日本vsポーランド キックオフ！勝つ！ ","23:00:32"
"さあ、キックオフ！ ","23:00:32"
"さあ！キックオフだ！！","23:00:32"
"キックオフ！ ","23:00:32"
"Let's go!","23:00:32"
"はじまたーーーーー ","23:00:32"
"さぁ！キックオフ！","23:00:32"
"🏆2018 FIFA World Cup⚽️Group H🇯🇵日本 vs ポーランド🇵🇱前半戦キックオフ！！！！！","23:00:32"
"キックオフ！ ","23:00:32"
"前半キックオフ ","23:00:32"
"【⚽2018ロシアW杯速報⚽】🇯🇵日本 vs ポーランド🇵🇱前半戦キックオフ！！速報はこちら⇒https://t.co/mcKKhNj9vn","23:00:32"
"🇯🇵vs🇵🇱キックオフ⚽️","23:00:32"
"始まったああああああああああああああああ ","23:00:32"
"ｷｯｸｵﾌ！！！ ","23:00:32"
"始まった！突破してくれ日本！ ","23:00:32"
"キックオフ！⚽️ ","23:00:32"
"謙虚さをカバンにしまっておかなければならない。だったっけ、。","23:00:32"
"サッカーＷ杯ロシア、日本vsポーランド、キッコフ  ","23:00:32"
"kickoff!!⚽🇯🇵💙","23:00:32"
"今キックオフ❗頑張れニッポン✨(*ﾟ▽ﾟ)ﾉ✨⚽魅せろニッポン🇯🇵🏃🇯🇵","23:00:32"
"KICK OFF！！","23:00:32"
"FIFA World CupグループH 第三戦前半戦キックオフ🇯🇵0🇵🇱0","23:00:32"
"グループリーグ突破へ！！！キックオフ！！！ ","23:00:32"
"さぁ行け！ ","23:00:32"
"日本－ポーランド、前半キックオフ。","23:00:32"
"始まる～！！！","23:00:32"
